NO,NAMA KAMERA,LOKASI,RINCIAN LOKASI,X_KOOR,Y_KOOR,JARINGAN,NVR,MERK,MODEL
479,MERR MULYOREJO UTARA FIX,SIMPANG,Unidentified,"112,783,133","-7,263,350",KOMINFO,TIMUR,Unidentified,Unidentified
480,SMP 45 MULYOREJO PANO,OBJEK VITAL,SMP Negeri 45 Surabaya,112.7851917,-7.262622186,TELKOM,TIMUR,HIKVISION,DS-2CD6986F-H
481,MERR DHARMAHUSADA PTZ,SIMPANG,Simpang MERR - Dharmahusada (Kampus C Unair),112.78225,-7.269954,KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
482,MERR DHARMAHUSADA UTARA FIX,SIMPANG,Simpang MERR - Dharmahusada (Kampus C Unair) Hadap Utara,112.782195,-7.269928,KOMINFO,TIMUR,HIKVISION,MVS-414232-IRMVF
483,MERR DHARMAHUSADA SELATAN FIX,SIMPANG,Simpang MERR - Dharmahusada (Kampus C Unair) Hadap Selatan,112.782005,-7.27013,KOMINFO,TIMUR,VIVOTEK,VIVOTEK
484,MERR DHARMAHUSADA TIMUR FIX,SIMPANG,Simpang MERR - Dharmahusada (Kampus C Unair) Hadap Timur,112.782245,-7.270149,KOMINFO,TIMUR,HIKVISION,MVS-414232-IRMVF
485,MERR KONI DOME,SIMPANG,Simpang MERR - Manyar Kertoarjo KONI,112.7808712,-7.280466066,KOMINFO,TIMUR,MAGIC VISION,MV-91021-IR
486,MERR KONI SELATAN FIX,SIMPANG,Simpang MERR - Manyar Kertoarjo KONI Hadap Selatan,112.7808741,-7.280787704,KOMINFO,TIMUR,HIKVISION,DS-2CD2632F-IS
487,MERR KONI UTARA FIX,SIMPANG,Simpang MERR - Manyar Kertoarjo KONI Hadap Utara,112.7806669,-7.28053978,KOMINFO,TIMUR,HIKVISION,DS-2CD2632F-IS
488,MERR KONI BARAT FIX,SIMPANG,Simpang MERR - Manyar Kertoarjo KONI Hadap Barat,112.7811275,-7.280656941,KOMINFO,TIMUR,HIKVISION,DS-2CD2632F-IS
489,MERR KONI TIMUR FIX,SIMPANG,Simpang MERR - Manyar Kertoarjo KONI Hadap Timur,"112,780,942","-7,280,435",KOMINFO,TIMUR,HIKVISION,DS-2CD4232FWD-IZS
490,SMP 19 SURABAYA PANO,OBJEK VITAL,Jl.  Dr. Ir. H. Soekarno depan SMP 19 Surabaya,112.7807469,-7.288030848,TELKOM,TIMUR,HIKVISION,DS-2CD6986F-H
491,ARIF RAHMAN HAKIM SELATAN PTZ,SIMPANG,Simpang MERR - JL. Arief Rahman Hakim Hadap Selatan,112.7753027,-7.289444843,KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
492,ARIF RAHMAN HAKIM PTZ,SIMPANG,Simpang MERR - JL. Arief Rahman Hakim,112.7754221,-7.289656925,KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
493,ARIF RAHMAN HAKIM  UTARA PTZ,SIMPANG,Simpang MERR - JL. Arief Rahman Hakim Hadap Utara,"112,780,660","-7,289,465",KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
494,MERR SEMOLOWARU SELATAN PTZ,SIMPANG,Simpang MERR - Jl. Suko Semolo Hadap Selatan,"112,781,668","7,301,183",KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
495,MERR SEMOLOWARU UTARA FIX,SIMPANG,Simpang MERR - Jl. Suko Semolo Hadap Utara,"112,781,748","-7,301,146",KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
496,SEMOLO SUKOSEMOLO BARAT FIX,SIMPANG,Simpang Semolowaru Hadap Barat,112.779153,-7.300781,KOMINFO,TIMUR,HIKVISION,MV-9048-812-SD
497,SEMOLO SUKOSEMOLO TIMUR  FIX,SIMPANG,Simpang Semolowaru Hadap Timur,112.779314,-7.300867,KOMINFO,TIMUR,HIKVISION,MV-9048-812-SD
498,SEMOLO SUKOSEMOLO SELATAN PTZ,SIMPANG,Simpang Semolowaru Hadap Selatan,112.779207,-7.300872,KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
499,MERR KEDUNG BARUK DOME,SIMPANG,Simpang MERR - Jl. Kedung Baruk,"112,780,581","7,311,334",TELKOM,TIMUR,MAGIC VISION,MV-91021-IR
500,MERR STIKOM BARAT PTZ,SIMPANG,Simpang MERR - Jl. Kedung Baruk Hadap Barat,"112,780,700","7,311,375",TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
501,MERR KEDUNG BARUK SELATAN FIX,SIMPANG,Simpang MERR - Jl. Kedung Baruk Hadap Selatan,"112,780,527","7,311,439",TELKOM,TIMUR,Unidentified,Unidentified
502,PCTL MERR PANDUGO TIMUR PTZ,RUAS,PCTL MERR - Jl. Pandugo Hadap Selatan,"112,781,084","-7,322,330",TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
503,PCTL MERR PANDUGO BARAT PTZ,RUAS,PCTL MERR - Jl. Pandugo Hadap Utara,"112,780,961","-7,322,258",TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
504,GUNUNG ANYAR UTARA FIX,SIMPANG,Simpang MERR - Jl. Gunung Anyar Hadap Utara,112.7812031,-7.331469547,TELKOM,TIMUR,HIKVISION,DS-2CD4232FWD-IZ
505,GUNUNG ANYAR BARAT FIX,SIMPANG,Simpang MERR - Jl. Gunung Anyar Hadap Barat,"112,781,001","-7,331,561",TELKOM,TIMUR,Unidentified,Unidentified
506,GUNUNG ANYAR SELATAN PTZ,SIMPANG,Simpang MERR - Jl. Gunung Anyar Hadap Selatan,112.7811177,-7.331471277,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
507,MERR GUNUNG ANYAR SISIS SELATAN SPC,SIMPANG,Simpang MERR - Gunung Anyar Timur Hadap Selatan,112.7812868,-7.331566583,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
508,MERR GUNUNG ANYAR TIMUR HADAP SELATAN FIX,SIMPANG,Simpang MERR - Gunung Anyar Timur Hadap Timur,112.7809444,-7.331507377,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
509,MERR GUNUNG ANYAR BARAT PTZ,SIMPANG,Simpang MERR - Gunung Anyar Timur Hadap Barat,"112,785,311","-7,340,727",TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
510,JEMBATAN MERR GUNUNG ANYAR UTARA PTZ,RUAS,Jembatan MERR Gunung Anyar Utara Hadap Utara,112.786664,-7.344225,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
511,JEMBATAN MERR GUNUNG ANYAR SELATAN PTZ,RUAS,Jembatan MERR Gunung Anyar Utara Hadap Selatan,112.786664,-7.344225,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
512,PCTL SMAN 4 MOESTOPO FIX,RUAS,Jl. Prof Dr Moestopo PCTL SMA4 Hadap Barat,112.7395333,-7.287266678,TELKOM,TIMUR,HIKVISION,DS-2CD7A85G0-IZSP/AI
513,MUSTOPO DHARMAWANGSA PTZ,SIMPANG,Simpang Dr. Mustopo - Dharmawangsa,112.756718,-7.265853,KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
514,MUSTOPO DHARMAWANGSA TIMUR FIX,SIMPANG,Simpang Dr. Mustopo - Dharmawangsa Hadap Timur,"112,756,728","-7,265,827",KOMINFO,TIMUR,Unidentified,Unidentified
515,MUSTOPO DHARMAWANGSA BARAT FIX,SIMPANG,Simpang Dr. Mustopo - Dharmawangsa Hadap Barat,"112,756,489","-7,265,664",KOMINFO,TIMUR,Unidentified,Unidentified
516,DHARMAWANGSA AIRLANGGA PTZ,SIMPANG,Simpang Dharmawangsa - Airlangga ,112.756353,-7.270486,KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
517,KERTAJAYA DHARMAWANGSA TIMUR PTZ ,SIMPANG,Simpang Kertajaya - Dharmawangsa Hadap Timur,112.7560766,-7.278364566,KOMINFO,TIMUR,MAGIC VISION,MV-9048-812-SD
518,KERTAJAYA DHARMAWANGSA BARAT PTZ,SIMPANG,Simpang Kertajaya - Dharmawangsa Hadap Barat,112.7555609,-7.278264492,KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
519,NGAGEL JAYA UTARA HADAP SELATAN FIX,SIMPANG,Simpang Ngagel Jaya - Ngagel Jaya Utara Hadap Selatan,112.755548,-7.291735,TELKOM,TIMUR,VIVOTEK,VIVOTEK
520,NGAGEL JAYA UTARA PTZ,SIMPANG,Simpang Ngagel Jaya - Ngagel Jaya Utara Hadap Utara,112.755615,-7.291727,TELKOM,TIMUR,Unidentified,Unidentified
521,SMP SANTA CLARA PANO,OBJEK VITAL,Jl. Ngagel Madya (SD-SMP Santa Clara),112.7600508,-7.288315772,TELKOM,TIMUR,HIKVISION,DS-2CD6986F-H
522,KARANGMENJANGAN MOESTOPO PANO,SIMPANG,Simpang Dr. Mustopo - Karangmenjangan,112.760822,-7.265893,TELKOM,TIMUR,HIKVISION,DS-2CD6986F-H
523,KARANGMENJANGAN AIRLANGGA ,SIMPANG,Simpang Karangmenjangan - Airlangga,112.760773,-7.27064,TELKOM,TIMUR,HIKVISION,DS-2CD6986F-H
524,KERTAJAYA MANYAR SAMSAT TIMUR PTZ,SIMPANG,Simpang Kertajaya - Manyar Hadap Timur,112.7621251,-7.279354562,KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
525,KERTAJAYA MANYAR SAMSAT SELATAN PTZ,SIMPANG,Simpang Kertajaya - Manyar Hadap Selatan,112.7624036,-7.279243062,KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
526,KERTAJAYA MANYAR DEPAN BAPPEDA PTZ,SIMPANG,Simpang Kertajaya - Manyar Depan BAPPEDA,"112,763,323","-7,279,375",KOMINFO,TIMUR,Unidentified,Unidentified
527,MENUR PUCANG JAJAR UTARA PTZ,SIMPANG,Simpang Jl. Menur - Jl. Pucang Jajar Hadap Utara,112.7622686,-7.283577646,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
528,MENUR PUCANG JAJAR BARAT PTZ,SIMPANG,Simpang Jl. Menur - Jl. Pucang Jajar Hadap Barat,112.7621589,-7.283679525,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
529,MENUR PUCANG JAJAR PANO,SIMPANG,Simpang Jl. Menur - Jl. Pucang Jajar,112.7623022,-7.283673995,TELKOM,TIMUR,HIKVISION,DS-2CD6986F-H
530,SMP IPIEMS PANOVU,OBJEK VITAL,Pertigaan Jl. Raya Menur-Manyar Airdas (SMP-SMA IPIEMS),112.7630406,-7.285969078,TELKOM,TIMUR,HIKVISION,DS-2CD6986F-H
531,BUNDARAN MENUR TIMUR PTZ ,SIMPANG,Bundaran Menur Hadap Timur,112.763157,-7.287151262,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
532,NGINDEN BRATANG UTARA FIX,SIMPANG,Simpang Nginden - Bratang Hadap Utara,112.7620861,-7.299189297,KOMINFO,TIMUR,HIKVISION,DS-2CD2642FWD-I
533,NGINDEN BRATANG TIMUR FIX,SIMPANG,Simpang Nginden - Bratang Hadap Timur,112.7622528,-7.299443835,KOMINFO,TIMUR,HIKVISION,DS-2CD4232FWD-IZS
534,NGINDEN BRATANG SELATAN FIX,SIMPANG,Simpang Nginden - Bratang Hadap Selatan,112.7620226,-7.299566623,KOMINFO,TIMUR,HIKVISION,DS-2CD4232FWD-IZS
535,NGINDEN PANJANG JIWO UTARA FIX ,SIMPANG,Simpang Nginden - Panjang Jiwo Hadap Utara,112.761893,-7.306562,KOMINFO,TIMUR,HIKVISION,DS-2CD6986F-H
536,NGINDEN  PANJANG JIWO BARAT PTZ,SIMPANG,Simpang Nginden - Panjang Jiwo Hadap Barat,112.761893,-7.306562,KOMINFO,TIMUR,HIKVISION,DS-2DY3320IW-DE
537,NGINDEN  PANJANG JIWO SELATAN FIX,SIMPANG,Simpang Nginden - Panjang Jiwo Hadap Selatan,"112,761,602","-7,306,624",KOMINFO,TIMUR,Unidentified,Unidentified
538,KLAMPIS JAYA UTARA FIX,SIMPANG,Simpang Klampis Jaya - Arief Rahman Hakim Hadap Utara,112.7754221,-7.289656925,TELKOM,TIMUR,HIKVISION,MVS-414232-IRMVF
539,KLAMPIS JAYA TIMUR PTZ,SIMPANG,Simpang Klampis Jaya - Arief Rahman Hakim Hadap Timur,112.7753193,-7.28964739,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
540,KLAMPIS JAYA SELATAN PTZ,SIMPANG,Simpang Klampis Jaya - Arief Rahman Hakim Hadap Selatan,112.7753027,-7.289444843,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
541,PANJANG JIWO KEDUNG BARUK SELATAN FIX ,SIMPANG,Simpang Kalirungkut - Panjang Jiwo Kedung Baruk  Hadap  Selatan,112.7699376,-7.30879794,KOMINFO,TIMUR,HIKVISION,DS-2CD4232FWD-IZS
542,PANJANG JIWO KEDUNG BARUK TIMUR FIX ,SIMPANG,Simpang Kalirungkut - Panjang Jiwo Kedung Baruk  Hadap Timur,112.769754,-7.308748,KOMINFO,TIMUR,HIKVISION,DS-2CD4232FWD-IZS
543,PANJANG JIWO KEDUNG BARUK BARAT FIX,SIMPANG,Simpang Kalirungkut - Panjang Jiwo Kedung Baruk  Hadap  Barat,112.769655,-7.308793,KOMINFO,TIMUR,HIKVISION,DS-2CD4232FWD-IZS
544,RUNGKUT MADYA UTARA FIX ,SIMPANG,Simpang Rungkut Madya - Rungkut Mapan Hadap Utara,112.7599343,-7.293887886,TELKOM,TIMUR,HIKVISION,MVS-414232-IRMVF
545,RUNGKUT MADYA TIMUR FIX ,SIMPANG,Simpang Rungkut Madya - Rungkut Mapan Hadap Timur,112.7597962,-7.293670621,TELKOM,TIMUR,HIKVISION,MVS-414232-IRMVF
546,RUNGKUT MADYA BARAT FIX ,SIMPANG,Unidentified,"112,775,277","-7,331,560",TELKOM,TIMUR,Unidentified,Unidentified
547,RUNGKUT INDUSTRI TIMUR FIX,SIMPANG,Simpang Rungkut Industri - Kalirungkut Hadap Timur,"112,751,381","-7,329,691",TELKOM,TIMUR,Unidentified,Unidentified
548,RUNGKUT INDUSTRI BARAT FIX,SIMPANG,Simpang Rungkut Industri - Kalirungkut Hadap Barat,112.75117,-7.329506,TELKOM,TIMUR,MAGIC VISION,MVS-414232-IRMVF
549,RUNGKUT INDUSTRI DOME,SIMPANG,Simpang Rungkut Industri - Kalirungkut,112.751157,-7.329567,TELKOM,TIMUR,MAGIC VISION,MS-91021-IR-SD-OD
550,RUNGKUT PONDOK CHANDRA PTZ,RUAS,Perbatasan Rungkut - Pondok Candra,112.7679346,-7.341756831,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
551,JEMUR ANDAYANI KENDANGSARI TIMUR FIX,SIMPANG,Simpang Kendang Sari - Jemur Andayani (hadap timur),112.744599,-7.329191,TELKOM,TIMUR,HIKVISION,MVS-414232-IRMVF
552,JEMUR ANDAYANI KENDANGSARI PANO,SIMPANG,Simpang Kendang Sari - Jemur Andayani,112.744808,-7.329284,TELKOM,TIMUR,HIKVISION,MVS-414232-IRMVF
553,JEMUR ANDAYANI KENDANGSARI BARAT FIX,SIMPANG,Simpang Kendang Sari - Jemur Andayani (hadap Barat),112.744808,-7.329284,TELKOM,TIMUR,Unidentified,Unidentified
554,KECAMATAN RUNGKUT PANO,SIMPANG,Pertigaan Rungkut Soponyono Kecamatan,112.770766,-7.322505,TELKOM,TIMUR,HIKVISION,DS-2CD6986F-H
555,BUNDARAN ITS PTZ,RUAS,Bundaran ITS Sisi Pakuwon,112.798183,-7.274459306,TELKOM,TIMUR,HIKVISION,DS-2DY3320IW-DE
556,MERR PIZZA HUT PTZ,RUAS,Jl. Ir. Soekarno (Merr Kedung Baruk Depan Pizza Hut),112.780819,-7.31721,TELKOM,TIMUR,Unidentified,Unidentified
557,PCTL MERR SEMAMPIR UTARA FIX,RUAS,PCTL Jl. Ir. Soekarno (Merr Semampir),112.780519,-7.307234,TELKOM,TIMUR,Unidentified,Unidentified
558,PCTL MERR SEMAMPIR SELATAN FIX,RUAS,PCTL Jl. Ir. Soekarno (Merr Semampir),112.780519,-7.307234,TELKOM,TIMUR,Unidentified,Unidentified
559,DIPONEGORO SOETOMO UTARA SPC,SIMPANG,Unidentified,"112,733,338","-7,284,595",KOMINFO,TIMUR,Unidentified,Unidentified
560,PINTU MASUK GBT HADAP SELATAN,OBJEK VITAL,Unidentified,"112,617,769","-7,222,195",KOMINFO,TIMUR,Unidentified,Unidentified
561,PINTU MASUK GBT HADAP UTARA,OBJEK VITAL,Unidentified,"112,617,702","-7,222,222",KOMINFO,TIMUR,Unidentified,Unidentified
562,KRANGGAN BARAT PARKIR,RUAS,Unidentified,"112,733,357","-7,255,930",TELKOM,TIMUR,Unidentified,Unidentified
563,KRANGGAN SELATAN PARKIR,RUAS,Unidentified,"112,733,609","-7,255,943",TELKOM,TIMUR,Unidentified,Unidentified
564,KRANGGAN TIMUR PARKIR,RUAS,Unidentified,"112,734,071","-7,255,967",TELKOM,TIMUR,Unidentified,Unidentified
565,JIMERTO BARAT PARKIR,RUAS,Unidentified,112.748072,-7.258118,KOMINFO,TIMUR,Unidentified,Unidentified
566,JIMERTO TIMUR PARKIR ,RUAS,Unidentified,112.748072,-7.258118,KOMINFO,TIMUR,Unidentified,Unidentified
567,JIMERTO SELATAN PARKIR ,RUAS,Unidentified,112.748072,-7.258118,KOMINFO,TIMUR,Unidentified,Unidentified
568,JIMERTO PARKIR MOBIL,RUAS,Unidentified,112.748072,-7.258118,KOMINFO,TIMUR,Unidentified,Unidentified
569,JIMERTO BARAT PARKIR,RUAS,Unidentified,112.748072,-7.258118,KOMINFO,TIMUR,Unidentified,Unidentified
570,SEDAP MALAM PARKIR ,RUAS,Unidentified,112.748072,-7.258118,KOMINFO,TIMUR,Unidentified,Unidentified
571,SEDAP MALAM PARKIR 1,RUAS,Unidentified,112.747299,-7.260794,KOMINFO,TIMUR,Unidentified,Unidentified
572,SEDAP MALAM PARKIR 2,RUAS,Unidentified,112.747299,-7.260794,KOMINFO,TIMUR,Unidentified,Unidentified
573,SEDAP MALAM PARKIR 3,RUAS,Unidentified,112.747299,-7.260794,KOMINFO,TIMUR,Unidentified,Unidentified
574,KEMBANG JEPUN KYAKYA BARAT PARKIR,RUAS,Unidentified,112.744745,-7.238402,TELKOM,TIMUR,Unidentified,Unidentified
575,JEMBATAN MERAH PARKIR,RUAS,Unidentified,112.738466,-7236636,TELKOM,TIMUR,Unidentified,Unidentified
576,KAPASAN HADAP TIMUR PARKIR,RUAS,Unidentified,112.745247,-7.238598,TELKOM,TIMUR,Unidentified,Unidentified
577,U TURN MERR KONI DEPAN GALAXY MALL HADAP SELATAN PTZ,RUAS,Unidentified,112.780897,-7.2783335,TELKOM,TIMUR,HIKVISION,Unidentified
578,PCTL AHMAD YANI DOLOG PTZ,RUAS,Unidentified,112.73212555,-7.32638323,TELKOM,SELATAN,HIKVISION,Unidentified
579,SRIKANA PANO,SIMPANG,Unidentified,112.7563105,-7.2738896,TELKOM,TIMUR,HIKVISION,Unidentified
580,SRIKANA SPC,SIMPANG,Unidentified,112.7563105,-7.2738896,TELKOM,TIMUR,SPC,Unidentified
